,conference_year,category,title,author,abstract,download_url,keywords,8
143,2002,Emerging Applications,The 2001 Trading Agent Competition,"Michael P. Wellman, University of Michigan; Amy Greenwald, Brown University; Peter Stone, AT&T Labs - Research; Peter R. Wurman, North Carolina State University","The 2001 Trading Agent Competition was the second in a series of events aiming to shed light on research issues in automating trading strategies. Based on a challenging market scenario in the domain of travel shopping, the competition presents agents with difficult issues in bidding strategy, market prediction, and resource allocation. Entrants in 2001 demonstrated substantial progress over the prior year, with the overall level of competence exhibited suggesting that trading in online markets is a viable domain for highly autonomous agents.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-138.pdf,,547
144,2002,Student Abstracts,Multiple Instance Learning with Generalized Support Vector Machines,"Stuart Andrews, Thomas Hofmann, and Ioannis Tsochantaridis, Brown University","In pattern classification it is usually assumed that a training set of patterns along with their class labels is available. Multiple-Instance Learning (MIL) generalizes this problem setting by making weaker assumptions about the labeling information. We propose to generalize Support Vector Machines to take into account such weak labeling of the type found in MIL. Our method is able to identify superior discriminant functions, as is demonstrated in experiments on synthetic and image datasets.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-139.pdf,,496
145,2002,Student Abstracts,Toward a Framework for Assembling Broken Pottery Vessels,"Stuart Andrews and David H. Laidlaw, Brown University","This paper addresses how to automatically reconstruct pottery vessels from a collection of sherds using a variety of features and their comparisons. We present a computational framework that is founded on the primitive operations of ""match"" proposal and evaluation, where a match defines the geometric relationship between a pair of sherds. This framework affords a natural decomposition of the computation required by an automatic assembly process and provides a concrete basis to evaluate the utility of different features and feature comparisons for assembly. Our framework paves the way for a system to automatically reconstruct pottery vessels. We demonstrate a greedy assembly strategy that predicts likely pairs and triples of sherds using a handful of proposal and evaluation modules.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-140.pdf,,792
146,2002,Student Abstracts,Mixed-Initiative Exception-Based Learning for Knowledge Base Refinement,"Cristina Boicu, Gheorghe Tecuci, and Mihai Boicu, George Mason University","This paper addresses the exception-based refinement of the knowledge base of a learning agent. The knowledge base consists of an ontology that represents the objects from an application domain, and a set of problem solving rules learned from examples of problem solving episodes. Because the ontology is incomplete and is used as the generalization hierarchy for learning, the learned rules generally contain exceptions. The paper proposes a suite of interactive methods for extending the object ontology with new objects and features in order to eliminate the exceptions of the rules. Some are simpler methods for a subject matter expert, while others are more complex ones, requiring the participation of a knowledge engineer. Each method has four major phases: discovery of promising ontology refinement candidates; selection of the candidate; elicitation and refinement of the ontology based on the selected candidate; and refinement of the rules based on the extended ontology. These methods are integrated into the Disciple learning agent shell.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-141.pdf,,1051
147,2002,Student Abstracts,Fuzzy Numbers for the Improvement of Causal Knowledge Representation in Fuzzy Cognitive Maps,"Otto X. Cordero and Enrique Peláez, Information Technology Center - ESPOL","We present an extension of the fuzzy cognitive map knowledge representation, based on fuzzy numbers, to improve the management of uncertainty related to linguistic expressions. In this regard, we also review the fuzzy causal algebra and outline the opportunities for applications.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-142.pdf,,280
148,2002,Student Abstracts,A Genetic Algorithm for Tuning Variable Orderings in Bayesian Network Structure Learning,"Haipeng Guo, Benjamin B. Perry, Julie A. Stilson, and William H. Hsu, Kansas State University","Learning a Bayesian network from data is NP-hard even without considering unobserved or irrelevant variables. Many previous Bayesian network learning algorithms require that a node ordering is available before learning. Unfortunately, this is usually not the case in many real-world applications. To make greedy search usable when node orderings are unknown, we have developed a permutation genetic algorithm (GA) wrapper to tune the variable ordering given as input to K2, a score-based BN learning algorithm. We have used a probabilistic inference criterion as the GA’s fitness function and we are also trying some other criterion to evaluate the learning result such as the learning fixed-point property.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-143.pdf,,707
149,2002,Student Abstracts,A Model Checker for Verifying ConGolog Programs,"Leila Kalantari and Eugenia Ternovska, Simon Fraser University","We describe our work in progress on a model checker for verifying ConGolog programs. ConGolog is a novel high-level programming language for robot control which incorporates a rich account of concurrency, prioritized execution, interrupts, and changes in the world that are beyond robot’s control. The novelty of this language requires new methods of proving correctness. We apply the techniques from XSB tabling and the mu-calculus, to overcome the challenge of verifying complex non-terminating programs, in a terminating time.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-144.pdf,,529
150,2002,Student Abstracts,Analogical Inference over a Common Sense Database,"Thomas Lin, MIT Media Laboratory","This paper shows that by applying analogical inference techniques to a large natural language common sense database, we can generate new, plausible common sense facts. Two systems that do this are described. Being able to generate new facts in this manner allows quick augmentation of the common sense database.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-145.pdf,,311
151,2002,Student Abstracts,MAKEBELIEVE: Using Commonsense Knowledge to Generate Stories,"Hugo Liu and Push Singh, MIT Media Laboratory","This paper introduces MAKEBELIEVE, an interactive story generation agent that uses commonsense knowledge to generate short fictional texts from an initial seed story step supplied by the user. A subset of commonsense de-scribing causality, such as the sentence ""a consequence of drinking alcohol is intoxication,"" is selected from the on-tology of the Open Mind Commonsense Knowledge Base. Binary causal relations are extracted from these sentences and stored as crude trans-frames. By performing fuzzy, creativity-driven inference over these frames, creative ""causal chains"" are produced for use in story generation. The current system has mostly local pair-wise constraints between steps in the story, though global constraints such as narrative structure are being added.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-146.pdf,,774
152,2002,Student Abstracts,Localizing while Mapping: A Segment Approach,"Andrew J. Martignoni III and William D. Smart, Washington University","Localization in mobile robotics is a well studied problem in many environments. Map building with occupancy grids (probabilistic finite element maps of the environment) is also fairly well understood. However, trying to accomplish both localization and mapping at once has proven to be a difficult task. Updating a map with new sensor information before determining the correct adjustment for the starting point and heading can be disastrous. We hope to solve this problem by performing localization on higher-level objects computed from the raw sensor readings. Any object which can be detected from a single sensor reading can be used to help the localization process. In addition, once the data from the robot’s sensors have been turned into a map with human-identifiable features, the map can easily be augmented with additional information about the objects (unique names, attributes, etc).",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-147.pdf,,895
153,2002,Student Abstracts,Multi-Player Game Approach to Solving Multi-Entity Problems,"Wee-Chong Oon and Andrew Lim, National University of Singapore","Many real-world problems involve allocating limited resources to multiple consumers with dissimilar objective functions. Current techniques usually aim to maximize some single weighted sum performance metric, which fails to properly take into account these dissimilar objectives. This research investigates the Multi-Player Game Approach, modeling the problem as a multi-player competitive cum collaborative game where each consumer is a player in the game. It is played in several iterations of bidding, arbitration and negotiation phases. In the bidding phase, the consumers bid for resources using their own customized strategies. In the arbitration phase, resources are allocated to the consumers based on the bids tabled. In the negotiation phase, the consumers attempt to make mutually beneficial trades with each other. Experiments on the university examination timetabling problem suggest that this approach may outperform centralized approaches.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-148.pdf,,954
154,2002,Student Abstracts,BN-Tools: A Software Toolkit for Experimentation in BBNs,"Benjamin Perry and Julie Stilson, Kansas State University","In this paper, I describe BN-Tools, an open-source, Java-based library for experimental research in Bayesian belief networks that implements several popular algorithms for estimation (approximate inference) and learning along with a graphical user interface for interactive display and editing of graphical models. Included in the discussion are our implementations of the Lauritzen-Spiegelhalter algorithm, an adaptive importance sampling algorithm, the K2 learning algorithm, and two genetic algorithm wrappers.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-149.pdf,,513
155,2002,Student Abstracts,Optimizing Parameter Learning Using Temporal Differences,"James F. Swafford II, East Carolina University","Temporal difference algorithms are useful when attempting to predict outcome based on some pattern, such as a vector of evaluation parameters applied to the leaf nodes of a state space search. As time progresses, the vector begins to converge towards an optimal state, in which program performance peaks. Temporal difference algorithms continually modify the weights of a differentiable, continuous evaluation function. As pointed out by De Jong and Schultz, expert systems that rely on experience-based learning mechanisms are more useful in the field than systems that rely on growing knowledge bases. This research focuses on the application of the TDLeaf algorithm to the domain of computer chess. I present empirical data showing the evolution of a vector of evaluation weights and the associated performance ratings under a variety of conditions.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-150.pdf,,852
156,2002,Student Abstracts,Student Modeling for a Web-Based Learning Environment: A Data Mining Approach,"Tiffany Y. Tang and Gordon McCalla, University of Saskatchewan","In this paper, we report on an on-going study of how data mining techniques, if incorporated into web learning environments, can enhance the overall qualities of learning. The focus is on building student models, using a clustering technique based on large generalized sequences recording both learners’ web browsing behavior and the contents of the pages being browsed.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-151.pdf,,370
157,2002,Student Abstracts,An Extended Alternating-Offers Bargaining Protocol for Automated Negotiation in Multi-Agent Systems,"Pinata Winoto, Gordon McCalla, and Julita Vassileva, University of Saskatchewan",This ongoing research focuses on the study of bilateral bargaining mechanism of competitive agents within the context of automated negotiation. Some modifications are proposed to improve conventional alternating-offers bargaining model and corresponding experimentation will be designed to study their advantages/disadvantages.,https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-152.pdf,,327
158,2002,Student Abstracts,Consistency and Set Intersection,"Yuanlin Zhang and Roland H. C. Yap, National University of Singapore","The study of local and global consistency is an important topic in Constraint Networks. In this paper, we give some results on finite set intersections and relate k-consistency to set intersection. We present a proof schema which lifts the results on set intersection to results at a particular level of consistency (including global consistency). This gives a new framework to study consistency in terms of general properties of set intersection. Some well known results on row convex constraints, tightness and looseness can then be derived directly and proved using our proof schema.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-153.pdf,,586
159,2002,Student Abstracts,Incrementally Solving Functional Constraints,"Yuanlin Zhang and Roland H.C. Yap, National University of Singapore","Binary functional constraints represent an important constraint class. An efficient algorithm for determining satisfiability of a static system of functional constraints in O(ed) time is known where e is the number of constraints and d is the size of the domain. However, in most constraint programming systems, constraints are incrementally added to the constraint store. Here, we describe how satisfiability of an incremental system of only functional constraints can be obtained in almost the same time complexity as the static one. In a mixed incremental CSP which contains also non-functional constraints, we propose an algorithm which does eagerelimination to achieve more consistency on the mixed system. The resulting algorithm has complexity O(ed^2 log e) which is comparable to the cost of enforcing arc consistency.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-154.pdf,,826
160,2002,Student Abstracts,Multiple Sequence Alignment Using Anytime A*,"Rong Zhou and Eric A. Hansen, Mississippi State University","We describe an extension of the A* algorithm, called Anytime A*, and show that it is effective in solving search problems that have a very large branching factor, such as the multiple sequence alignment problem in computational biology. We compare its performance to two other modified A* algorithms described in the literature and designed for the same class of problems. We show that Anytime A* offers a good time-space tradeoff.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-155.pdf,,431
161,2002,SIGART/AAAI Doctoral Consortium,Decision-Theoretic Planning for Intelligent User Interfaces,"Thorsten Bohnenberger, Saarland University","Human-computer interaction can sometimes be enhanced if a system can adapt to various aspects of the current situation (e.g., the user’s location, time constraints, cognitive load, and emotional state). It is sometimes useful to consider not only the immediate consequences of adaptation but also its (often uncertain) effects in the future. In the research summarized here, fully observable Markov decision processes have been successfully used to model and plan ahead the uncertain course of interaction for adaptation in two different scenarios. The approach needs to be generalized to deal with partial observability, so that a system cancope with situations in which not only the effects of its actions but also the current state of the interaction is uncertain.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-156.pdf,,767
162,2002,SIGART/AAAI Doctoral Consortium,Efficient Modeling of Temporally Variable User Properties with Dynamic Bayesian Networks,"Boris Brandherm, Saarland University","Dynamic Bayesian networks (DBNs) are well suited to the modeling of temporally variable properties of computer users, such as time pressure and cognitive load. One challenge is to develop new methods for limiting the computational complexity of DBNs, so that they can be applied to real-time user modeling. A second goal is to design and test appropriate structures and preprocessing methods for DBNs that interpret data from a user’s motor behavior and speech, as well as physiological data.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-157.pdf,,492
163,2002,SIGART/AAAI Doctoral Consortium,Learning in Open-Ended Dynamic Distributed Environments,"Doina Caragea, Iowa State University","In some domains (e.g., molecular biology), data repositories are large in size, dynamic, and physically distributed. Consequently, it is neither desirable nor feasible to gather all the data in a centralized location for analysis. Hence, efficient distributed learning algorithms that can operate across multiple data sources without the need to transmit large amounts of data and cumulative learning algorithms that can cope with data sets that grow at rapid rate are needed. We formulate a class of distributed and cumulative learning problems, and present a general strategy for transforming a large class of traditional machine learning algorithms into distributed and cumulative learning algorithms. Our general strategy is based on a decomposition of the learning task into information extraction and hypothesis generation components. We use this approach to construct provably exact distributed algorithms for support vector machines and also for decision tree learning. We formalize the treatment of distributed learning by introducing a family of learning, information extraction and information composition operators and establishing sufficient conditions for provably exact distributed and cumulative learning in terms of general algebraic properties of the operators.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-158.pdf,,1279
164,2002,SIGART/AAAI Doctoral Consortium,Dynamic Bayesian Networks for Automatic Speech Recognition,"Murat Deviren, INRIA-LORIA","State-of-the-art automatic speech recognition (ASR) systems are based on probabilistic modelling of the speech signal using Hidden Markov Models. The limitations of these systems under real life conditions arose a question about the robustness of the underlying acoustic modelling methodology. The scope of my thesis is to explore the formalism of Probabilistic Graphical Models, particularly Dynamic Bayesian Networks, from a theoretical and practical point of view, with the aim of developing reliable models of speech and of developing robust ASR systems.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-159.pdf,,558
165,2002,SIGART/AAAI Doctoral Consortium,Combining Inference and Search for the Propositional Satisfiability Problem,"Lyndon Drake and Alan Frisch, University of York; Toby Walsh, University College Cork",The most effective complete method for testing propositional satisfiability (SAT) is backtracking search. Recent research suggests that adding more inference to SAT search procedures can improve their performance. This paper presents two ways to combine neighbour resolution (one such inference technique) with search.,https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-160.pdf,,318
166,2002,SIGART/AAAI Doctoral Consortium,A Bayesian Metareasoner for Algorithm Selection for Real-Time Bayesian Network Inference Problems,"Haipeng Guo, Kansas State University","The aim of this research is to integrate various Bayesian network (BN) inference algorithms into a framework based on Bayesian methods to solving the ""algorithm selection problem"" of real-time BN inference. The metareasoner is a Bayesian network that encodes the uncertain knowledge of dependencies among the characteristics of BN inference problem instances and the performance of the inference algorithms. It is automatically learned from some representative synthetic training data with the guidance of some domain nowledge. Once having this metareasoner network, we can then use it to select the right algorithm for a given Bayesian network inference problem instance and predict the run time performance of the algorithm on this problem instance. Such methods will also be useful in solving other hard problems.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-161.pdf,,816
167,2002,SIGART/AAAI Doctoral Consortium,An Agent Approach to Security in Pervasive Environments,"Lalana Kagal, University of Maryland Baltimore County","Security has always been important in computer systems and has now become even more crucial with open, dynamic environments like the Internet, Semantic Web and wirelessly connected pervasive systems. In such environments, users and resources can be extremely unstable, changing their location, contact information, policies, and even functionality often. Existing security mechanisms fail to meet the requirements of pervasive systems, which include authenticating foreign users, and providing authorization to a large number of dynamic entities in the absence of a central control or a repository. Our research proposes to model pervasive systems using agent technologies and to use principles of distributed trust as an alternative to traditional authentication and access control schemes.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-162.pdf,,791
168,2002,SIGART/AAAI Doctoral Consortium,Generalized Features: Their Application to Classification,"Svetlana Kiritchenko and Stan Matwin, SITE, University of Ottawa","Classification learning algorithms in general, and text classification methods in particular, tend to focus on features of individual training examples, rather than on the relationships between the examples. However, in many situations a set of items contains more information than just feature values of individual items. We propose to recognize and put in use generalized features (or set features) that describe a training example, but that depend on the dataset as a whole, with the goal of achieving better classification accuracy. In particular, we work on the integration of temporal relations into conventional word-based email classification.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-163.pdf,,651
169,2002,SIGART/AAAI Doctoral Consortium,Organizations of Self-Interested Agents,"Foster McGeary, University of Delaware","Organizations are sets of autonomous agents that reach agreements to exchange computational services for value. The formation and operation of organizations is rational and computable, and can be modeled using Artificial Intelligence tools. I extend Multi-Agent Systems technologies by introducing procedures by which sovereign computational agents may form organizations. Organizations formed with the intention to sell products at a profit are taken to be firms, a principal interest of the research. First, domain-level (Virtual Food Court) technologies are created to make products when properly instantiated with the skills and resources (raw materials or other products) they require. Second, agents are endowed with skills that, when applied within technologies, have value derived from the products of the technology. Third, agents negotiate compensation for the application of their skills. Fourth, agents are provided with computable preferences for products and the desire to acquire products to maximize their private welfare. Finally, the agents are permitted to act in accordance with these components and the data they collect themselves. The computational procedures under which sovereign agents exchange data, negotiate skill application and compensation, and make reciprocal commitments are the structures that support the organization of firms among sovereign computational agents.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-164.pdf,,1400
170,2002,SIGART/AAAI Doctoral Consortium,Distributed Constraint Optimization and Its Application to Multiagent Resource Allocation,"Pragnesh Jay Modi, University of Southern California/Information Sciences Institute","Distributed optimization requires the optimization of a global objective function that is distributed among a set of autonomous, communicating agents and is unknown by any individual agent. The problem is inherently distributed and the solution strategy has no control over a given distribution. Constraint based techniques offer a promising approach for coordinating a set of distributed agents to find optimal solutions. However previous work has the following limitations. First, representation is limited to binary good/nogood constraints. In many domains, it is more natural to represent constraints as having degrees of valuation. Second, previous work on distributed optimization problems has relied on synchronous sequential computation to find optimal solutions. This is slow and requires agents to block for messages. Third, previous asychronous approaches lack any guarantees of optimality even when given sufficient time and provide little guidance on how to trade-off solution quality for time-to-solution when time is limited. This work proposes Adopt, an asynchronous, distributed, complete method for solving distributed optimization problems. The fundamental ideas in Adopt are to represent constraints as discrete functions (or valuations) --- instead of binary good/nogood values --- and to use the evaluation of these constraints to measure progress towards optimality. In addition, Adopt uses a sound and complete partial solution combination method to allow non-sequential, asychronous computation. Finally, Adopt is not only provably optimal when given enough time, but allows solution time/quality tradeoffs when time is limited. Adopt is applied to a real-world distributed resource allocation problem. Distributed resource allocation is a general problem in which a set of agents must optimally assign their resources to a set of tasks with respect to certain criteria. It arises in many real-world domains such as distributed sensor networks, disaster rescue, hospital scheduling, and others.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-165.pdf,,2019
171,2002,SIGART/AAAI Doctoral Consortium,Generating Trading Agent Strategies,"Daniel Reeves, University of Michigan","My thesis work concerns the generation of trading agent strategies -- automatically, semi-automatically, and manually. Automatic generation of an agent strategy means creating a system that can read the description of some mechanism and output a strategy for a participating agent. To make this more concrete, consider an extremely simple auction mechanism: a two-player first-price sealed-bid auction. My current system can take such a game description and output the optimal strategy, i.e., the Nash equilibrium. Existing game solvers (Gambit and Gala) can only solve games with an enumerated (finite) set of actions, and this limitation makes it impossible to even approximate the solution to games with a continuum of actions because the size of the game tree quickly explodes. Of course, the optimal strategy for the first-price sealed-bid auction was computed before game solvers existed; however, my algorithm can automatically solve any of a class of games (with certain caveats) that current solvers can’t. In addition to this algorithm for exact solutions, I have an approximation algorithm using Monte Carlo simulation that can handle a more general class of games albeit at high computational cost. Both of the above methods are only tractable for quite simple games. For example, almost any mechanism that involves iterated bidding and multiple auctions is likely not to be tractable for strictly game-theoretic analysis, regardless of whether exact or approximate solutions are sought. An example of such a mechanism that we are analyzing is a simultaneous ascending auction for scheduling resources among a group of agents. In this domain, every agent has certain preferences for acquiring time slots and simultaneous English auctions are held for every slot until bidding stops and the slots are allocated. Since this mechanism is too complicated for the fully automatic techniques described above, we are attempting to generate strategies semi-automatically. Finally, there are domains in which even the semi-automatic method for generating strategies is not yet feasible. These include many real-world market scenarios, but also a particular structured domain---the Trading Agent Competition (TAC). TWe believe this work in designing trading agent strategies for very rich domains will shed light on how to extend our results on the automatic generation of trading agent strategies.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-166.pdf,,2400
172,2002,SIGART/AAAI Doctoral Consortium,A Reputation-Oriented Reinforcement Learning Approach for Agents in Electronic Marketplaces,"Thomas Tran, University of Waterloo","We propose a reputation-oriented reinforcement learning algorithm for buying and selling agents in electronic market environments. We take into account the fact that multiple selling agents may offer the same good with different qualities. In our approach, buying agents learn to avoid the risk of purchasing low qualitiy goods and to maximize their expected value of goods by dynamically maintaining sets of reputable sellers. Selling agents learn to maximize their expected profits by adjusting product prices and by optionally altering the quality of their goods. We feel that our approach should lead to improved satisfaction for buying and selling agents and improved performance for buying agents (in terms of computational cost).",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-167.pdf,,736
173,2002,SIGART/AAAI Doctoral Consortium,A Dialogue System with Digression Handling - An Ontology-Based Approach,"Tzong-Han Tsai, National Taiwan University","Dialogue models fall into two categories. Structural approaches do not emphasize the contextual nature of communication. Plan-based approaches, on the other hand, attempt to recognize users’ goals and plans, and to produce corresponding effects. These two approaches are effective as long as users follow the preplanned scripts closely. However, when digression occurs, it is difficult for the structural approach to handle due to the rigid nature of finite state machines and grammar rules. And the plan-based approach wouldn’t incur the high cost of frequent re-planning and discourse context switching. In this paper, we shall deal with these issues using an ontology-based approach. We use a knowledge representation framework, InfoMap, as our ontology to identify events in utterances. By identifying events in the user’s high level query, InfoMap can create a dialogue strategy that guides the user to an appropriate deeper event, where the system can provide more concrete solutions. When digression occurs, the system either ignores it (if the digressive level is too high in the ontology) or moves to a related topic.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-168.pdf,,1126
174,2002,Intelligent Systems Demonstrations,Disciple-RKF/COG: Agent Teaching by Subject Matter Experts,"Mihai Boicu, George Mason University; Gheorghe Tecuci, George Mason University and US Army War College; Dorin Marcu, Bogdan Stanescu, Cristina Boicu, Catalin Balan, Marcel Barbulescu, and Xianjun Hao, George Mason University","Disciple-RKF/COG is a learning agent shell that can perform many knowledge engineering tasks, and can be used to develop knowledge based systems by subject matter experts, with limited assistance from knowledge engineers. The expert and the agent engage into a mixed-initiative reasoning process during which the expert is teaching the agent his problem solving expertise, and the agent learns from the expert, building, verifying, and improving its knowledge base. Disciple-RKF/COG is used in several courses at the US Army War College. In the ""Military Applications of Artificial Intelligence"" course the students teach personal Disciple agents their own reasoning in Center of Gravity analysis. In the ""Case Studies in Center of Gravity Analysis"" course, a Disciple agent that was taught the expertise of the course’s instructor helps the students to learn about center of gravity analysis, and to develop a case study analysis report.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-169.pdf,,938
175,2002,Intelligent Systems Demonstrations,JYAG and IDEY: A Template-Based Generator and Its Authoring Tool,"Songsak Channarukul, Susan W. McRoy, and Syed S. Ali, University of Wisconsin - Milwaukee","JYAG is the Java implementation of a real-time, general-purpose, template-based generation system (YAG, Yet Another Generator). JYAG enables interactive applications to adapt natural language output to the interactive context without requiring developers to write all possible output strings ahead of time or to embed extensive knowledge of the grammar of the target language in the application. Currently, designers of interactive systems who might wish to include dynamically generated text face a number of barriers; for example designers must decide (1) How hard will it be to link the application to the generator? (2) Will the generator be fast enough? (3) How much linguistic information will the application need to provide in order to get reasonable quality output? (4) How much effort will be required to write a generation grammar that covers all the potential outputs of the application? The design and implementation of our template-based generation system, JYAG, is intended to address each of these concerns.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-170.pdf,,1023
176,2002,Intelligent Systems Demonstrations,Research Applications of the MAGNET Multi-Agent Contracting Testbed,"John Collins and Maria Gini, University of Minnesota","MAGNET is a testbed for exploring decision processes and agent interactions in the domain of multi-agent contracting. MAGNET agents negotiate contracts over multi-step plans that include temporal and precedence constraints, as well as price. Experimental research in this area requires a simulation environment that is sufficiently rich to be easily adapted to a variety of experimental purposes. The MAGNET testbed focuses on the process of determining the form and content of Requests for Quotations (RFQ’s), on the management of the bidding process, and on the evaluation of bids submitted by potential suppliers. All major decision processes are driven by plug-in components with documented API’s and a wealth of configuration parameters, and problem generation and data collection capabilities are well-suited to statistical studies.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-171.pdf,,838
177,2002,Intelligent Systems Demonstrations,SpeechWeb: A Web of Natural-Language Speech Applications,"R. A. Frost, University of Windsor","SpeechWeb consists of a collection of hyperlinked natural-language interfaces to applications which can be accessed through the Internet from speech browsers running on PCs. The applications contain hyperlinks which the browser uses to navigate SpeechWeb. The natural-language interfaces have been constructed as executable specifications of attribute grammars using a domain-specific programming language built for this purpose. The approach to natural-language processing is based on a new efficient compositional semantics that accommodates arbitrarily-nested quantification and negation. The user-independent speech browser is grammar based, and novel techniques have been developed to improve recognition accuracy.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-172.pdf,,719
178,2002,Intelligent Systems Demonstrations,An Automated Negotiator for an International Crisis,"Penina Hoz-Weiss, Bar-Ilan University; Sarit Kraus, Bar-Ilan University and University of Maryland; Jonathan Wilkenfeld and Tara E. Santmire, University of Maryland","We present an automated agent that can negotiate efficiently with humans in bilateral negotiations with time constraints, deadlines, full information, and the possibility of opting out. The negotiation is conducted using a semi-formal language. The model used in constructing the agent is based on a formal analysis of the scenario using game theoretic methods and heuristics for argumentation. The agent receives messages sent by humans, analyzes them and responds. It also initiates discussion on one or more parameters of an agreement. The specific scenario concerns a crisis between Spain and Canada over access to a fishery. The human players are provided with a DSS to analyze the scenario and compare the utility points associated with various outcomes, and with a language editor to facilitate the composition of messages.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-173.pdf,,830
179,2002,Intelligent Systems Demonstrations,"FlexBot, Groo, Patton and Hamlet: Research Using Computer Games as a Platform","Aaron Khoo, Robin Hunicke, Greg Dunham, Nick Trienens, and Muon Van, Northwestern University","This paper describes four systems we intend to demonstrate at the AAAI-02 Conference. The first system is FlexBot, a software agent research platform built using the Half-Life game engine. The remaining three systems are research applications that were developed on top of the FlexBot architecture: (1) Groo -- an efficient bot constructed using behavior-based techniques. (2) Patton -- a system for monitoring and controlling bots through remote, possibly mobile, devices. (3) Hamlet -- the first part of a system for monitoring players and dynamically adjusting gameplay to promote dramatic/narrative immersion. This demonstration is designed to show FlexBot in action and to exhibit the flexibility, efficiency and overall ease with which the FlexBot architecture supports a variety of AI research tasks.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-174.pdf,,807
180,2002,Intelligent Systems Demonstrations,UTTSExam: A University Examination Timetable Scheduler,"Andrew Lim, Juay-Chin Ang, Wee-Kit Ho, and Wee-Chong Oon, National University of Singapore","UTTSExam is a university examination timetable-scheduling program that was successfully employed to create the examination timetable for semester 1 of the 2001/2002 academic year in the National University of Singapore. This demonstration provides insight on the various components of the system, including the hybrid centralized cum decentralized scheduling strategy, the Combined Method scheduling algorithm and the overall process required to create the final timetable.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-175.pdf,,473
181,2002,Intelligent Systems Demonstrations,Multi-ViewPoint Clustering Analysis (MVP-CA) Tool,"Mala Mehrotra, Pragati Synergetic Research Inc.; Dmitri Bobrovnikoff, Intelligent Software Solutions","The MVP-CA tool clusters a knowledge base into related rule sets thus allowing the user to comprehend the knowledge base in terms of conceptually meaningful clusters of rules. The tool is eventually meant to aid knowledge engineers and subject matter experts to author, understand and manage the KB for its maximal utilization.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-176.pdf,,327
